,Unnamed: 0,topic,argument,key_point,stance,label
16503,2648,The vow of celibacy should be abandoned,the vow of celibacy is an outdated concept that unjustly prevents people from enjoying the family life that is desired by most and should be strived to attain.,Celibacy reduces the pool of people wanting to become priests,1,0
10642,7505,We should abolish the right to keep and bear arms,the right to keep and bear arms was put in the constitution so that we can keep the government honest.,Gun ownership is a right,-1,1
11139,15511,We should fight for the abolition of nuclear weapons,We should fight for the abolition of nuclear weapons because they turn short term political problems into permanent environmental problems.,Nuclear weapons can fall into the wrong hands,1,0
372,10509,We should ban human cloning,human cloning is immoral and should be banned.,Cloning is unnatural,1,0
12324,18206,We should legalize cannabis,we should legalize cannabis because it will bring revenue for the government and can be made to a quality standard ensuring no hidden ingredients.,Cannabis is safe/healthy/pain-relief,1,0
8233,22088,We should subsidize journalism,one problem i find with subsidizing it is that when they go after the people in power they could cut their funding so they would be gun shy about reporting that.,It is preferable to spend the money elsewhere,-1,0
8994,14345,We should end affirmative action,it just discriminates against white people,Affirmative action reduces quality,1,0
3764,12818,We should ban the use of child actors,using child actors is exploitative and should be viewed as the same as child labor.,Child performers have a lot of pressure,1,0
9031,14382,We should end affirmative action,people today are not affected by what happened to their ancestors and do not deserve special treatment,Affirmative action reduces quality,1,0
6171,19312,We should legalize sex selection,"if someone would rather have a boy or a girl, they should have the right to choose.",It is within the freedoms of the parents to select the sex of the child,1,1
2986,12040,We should ban the use of child actors,Banning child actors would be denying many very talented young individuals from becoming something great from an early age.,Child performers achieve success/confidence,-1,1
3910,12964,We should ban the use of child actors,we should not ban the use of child actors because then no movies would have children in them,Acting may be the child's dream,-1,0
