,Unnamed: 0,topic,argument,key_point,stance,label
946,5127,We should abolish capital punishment,"A basic principle of punishment is that it should be proportional to the crime, and therefore capital punishment is the only legitimate response to a crime such as first degree murder.",The death penalty saves costs to the state,-1,0
15678,6707,We should abolish intellectual property rights,"people/companies will have worked hard, possibly for many years to develop research and product and spend a lot of money on these, they need to be able to recoup this money by keeping the products exclusive.",Intellectual property rights incentivize creativity/innovation,-1,0
3824,12878,We should ban the use of child actors,we should ban the use of child actors because it robs them of their childhood and forces them to grow up too fast.,Child performers are losing their childhood,1,1
14783,655,Assisted suicide should be a criminal offence,"if to a degree of reasonable certainty the state of seriousness can not be reversed by the medicine, the patient must have the right to end his life and if he needs help for that he should not be condemned",Assisted suicide gives dignity to the person that wants to commit it,-1,0
11058,15430,We should fight for the abolition of nuclear weapons,"Nuclear weapons, by virtue of the principle of mutual assured destruction, have made another great war between global powers impossible.",Nuclear weapons is essential for protection and deterrence,-1,1
10383,7246,We should abolish the right to keep and bear arms,people should have the right to protect themselves and to be able to hunt,Gun control is ineffective,-1,0
9529,11359,We should ban private military companies,private military companies can be much more advanced and skilled than our current branches of the military.,Private military companies are well-trained/better equipped,-1,1
9658,11488,We should ban private military companies,Private military companies lack the principles and morality of legislated military and are more prone to commits war crimes.,Private military companies cannot be trusted to be loyal to the hiring country,1,0
4145,4248,We should abandon the use of school uniform,school uniform prevents students from learning to have their own sense of fashion and individuality.,School uniform is harming the student's self expression,1,1
93,10230,We should ban human cloning,"contamination can happen very easy, cloning a human with contaminated cells could lead to diseases with no cure being spread worldwide",Cloning is unnatural,1,0
7770,15119,We should end mandatory retirement,"some people have not saved enough money to retire, so making retirement mandatory just forces our elderly into poverty.",A mandatory retirement age harms the economy,1,0
